word,let,syl,freq_KF,freq_BNC,freq_TV,freq_PG,freq_BN,noun,adjective,ndim1,ndim2,ndim3,ndim4,ndim5,ndim6,ndim7,adim1,adim2,adim3,adim4,adim5,adim6,adim7,adim8,adim9,adim10,p_hit,p_fa,DP
poised,6,1,12,6.803197,-99,-99,1.254902,0,1,-99,-99,-99,-99,-99,-99,-99,4.99,3.43,5.95,5.31,6.26,2.82,2.54,5.18,4.87,5.2,-99,-99,-99
privacy,7,3,12,10.669331,20.093244,4.5063,15.176471,1,0,4.17,3.26,4.13,3.41,6.41,4.73,3.75,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.65625,0,2.728598
reunion,7,3,12,5.494505,9.824124,2.37894,8.823529,1,0,5.37,2.43,5.05,4.6,6.65,3.48,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.633333,0.030303,2.217053
silk,4,1,12,22.607393,7.941452,32.0298,9.784314,1,0,4.2,2.04,6.24,6.24,6.6,2.84,1.76,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.678571,0.157895,1.466856
solemn,6,2,12,4.735265,1.67729,42.1888,2.196078,0,1,-99,-99,-99,-99,-99,-99,-99,3.52,3.12,4.43,3.31,3.9,3.94,4.02,3.82,3.46,3.34,-99,-99,-99
stubborn,8,2,12,4.285714,13.007551,7.67321,10.862745,0,1,-99,-99,-99,-99,-99,-99,-99,2.71,5.07,5.62,4.48,6.2,5.5,4.76,2.91,2.08,4.31,-99,-99,-99
temper,6,2,12,12.757243,10.748345,42.6018,11.411765,1,0,2.46,4.62,5.21,3.59,6.5,4.15,4.56,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.633333,0.12,1.515682
theatrical,10,4,12,6.193806,1.266525,6.28793,2.509804,0,1,-99,-99,-99,-99,-99,-99,-99,4.37,3.77,5.86,3.77,6.39,3.66,3.65,4.45,4.71,4.43,-99,-99,-99
tires,5,1,12,0.42957,4.484182,-99,9.627451,1,0,3.91,2.91,6.83,6.66,6.79,4,1.58,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.52381,0,2.386065
tomb,4,1,12,6.233766,4.004957,20.8954,5.627451,1,0,2.18,4.86,6.34,5.65,6.27,2.86,3.84,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.727273,0,2.930933
wealthy,7,2,12,13.586414,5.784937,17.0038,7.372549,0,1,-99,-99,-99,-99,-99,-99,-99,4.23,3.63,6.27,5.62,7,3.83,2.11,4.54,5.13,4.37,-99,-99,-99
youthful,8,2,12,5.194805,1.471907,17.9065,1.54902,0,1,-99,-99,-99,-99,-99,-99,-99,5.16,2.43,4.96,3.69,6.47,4.56,2.41,5.62,6.09,3.55,-99,-99,-99
abundance,9,3,13,6.303696,-99,18.541,0.882353,1,0,5.5,2.54,4.68,3.54,6,4.31,2.63,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.62069,0.032258,2.155889
barbecue,8,3,13,3.426573,7.291075,-99,8.941176,1,0,5.52,1.65,6.77,5.72,6.63,3.82,1.9,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.913043,0.027027,3.286141
beating,7,2,13,18.721279,18.689797,24.1058,22.745098,1,0,1.9,5.63,5.83,5.13,6.5,4.56,5.13,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.344828,0.038462,1.369502
cake,4,1,13,27.932068,47.751405,13.8567,45.058824,1,0,6.26,1.9,6.46,5.9,6.43,3.96,2.73,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.611111,0,2.608564
carpet,6,2,13,24.065934,9.071055,12.9128,11.647059,1,0,4.45,1.82,6.57,6.68,6.65,3.65,1.54,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.694444,0,2.834836
computer,8,3,13,138.271728,46.176807,40.222,59.039216,1,0,5.1,3,6.2,5.86,6.03,5.86,2.03,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.657895,0.066667,1.90781
fearful,7,2,13,7.252747,-99,27.624,2.156863,0,1,-99,-99,-99,-99,-99,-99,-99,2.24,5.56,5.39,3.98,5.85,5.09,4.54,3.12,1.13,2.46,-99,-99,-99
gossip,6,2,13,10.639361,7.051462,12.0806,7.784314,1,0,2.21,4.75,4.56,3.63,6.81,5.9,4.56,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.541667,0.096774,1.404787
imaginative,11,5,13,10.43956,-99,7.03635,1.372549,0,1,-99,-99,-99,-99,-99,-99,-99,6.05,2.68,4.46,2.88,6.37,5.43,3.64,5.9,6.19,5.84,-99,-99,-99
incomplete,10,3,13,7.112887,1.67729,18.1438,2.137255,0,1,-99,-99,-99,-99,-99,-99,-99,1.91,4.88,5.18,3.76,6.08,3.84,2.82,2.26,1.84,2.33,-99,-99,-99
insane,6,2,13,4.005994,43.130301,8.43507,38.686275,0,1,-99,-99,-99,-99,-99,-99,-99,1.49,6.15,5.61,3.7,6.15,5.06,4.76,1.53,1.04,2.52,-99,-99,-99
lantern,7,2,13,2.487512,2.224976,12.9572,2.019608,1,0,4.24,2.76,6.12,6,6.2,2.53,1.8,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.65,0.037037,2.171476
limp,4,1,13,5.154845,3.012275,4.89791,3.666667,1,0,2.86,3.55,4.91,5.27,6.33,2.77,2.66,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.777778,0.074074,2.210813
matches,7,2,13,29.71029,10.851036,6.07195,12.921569,1,0,3.4,3.74,5.96,5.34,6.34,3.5,2.06,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.714286,0,2.892297
mix,3,1,13,26.783217,20.161704,10.2665,16.352941,1,0,3.77,3.55,4.14,3.62,6.03,4.07,2.25,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.741935,0.03125,2.512056
nitrogen,8,3,13,8.801199,-99,2.43748,1.196078,1,0,3.57,2.92,3.84,4.84,5.52,3.19,1.65,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.857143,0,3.393918
nursery,7,3,13,17.862138,6.093011,7.90659,4.058824,1,0,4.73,2.47,5.52,5.28,6.55,3,2.97,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.818182,0,3.234806
pepper,6,2,13,9.56044,6.435315,10.738,8.803922,1,0,4.17,2.75,5.96,5.03,6.17,4.24,1.89,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.8,0.090909,2.176799
resident,8,3,13,21.078921,5.682246,6.95644,7.333333,1,1,4.25,2.79,5.2,5.2,6.08,4.12,1.75,3.86,2.51,4.37,5.43,5.46,4.06,1.43,3.54,2.89,2.75,0.486486,0.035714,1.768863
restless,8,2,13,6.613387,3.696883,20.0481,4.843137,0,1,-99,-99,-99,-99,-99,-99,-99,2.51,4.92,5.17,4.68,6.49,2.32,2.04,2.25,1.92,2.39,-99,-99,-99
restrained,10,2,13,5.854146,-99,10.0458,1.098039,0,1,-99,-99,-99,-99,-99,-99,-99,3.37,4.26,4.23,4.26,5.62,4.02,2.67,3.03,2.69,3.96,-99,-99,-99
scream,6,1,13,10.45954,20.024783,10.1407,26.411765,1,0,2.22,5.38,5.23,5.2,6.56,3.62,4.48,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.730769,0.111111,1.835781
sunny,5,2,13,9.95005,6.743388,13.7475,7.666667,0,1,-99,-99,-99,-99,-99,-99,-99,6.34,2.03,6.58,5.62,6.46,4.82,4.48,6.22,6.57,4.46,-99,-99,-99
suspicious,10,3,13,13.786214,20.949004,14.2617,15.980392,0,1,-99,-99,-99,-99,-99,-99,-99,2.58,5.09,5.23,3.79,6.32,4.6,3.21,1.68,1.25,3.31,-99,-99,-99
tank,4,1,13,33.196803,12.973321,4.96516,25.607843,1,0,3.27,3.8,5.96,5,6.36,3.96,3.2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.655172,0.045455,2.089945
toilet,6,2,13,15.754246,20.195935,5.95328,28.901961,1,0,3.7,2.94,6.55,6.2,6.85,3.28,1.94,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.735294,0,2.955252
tower,5,2,13,34.355644,11.398723,27.2854,22.843137,1,0,4.23,3.2,6.57,5.6,6.68,3.92,1.92,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.615385,0.108108,1.530033
unfair,6,2,13,19.310689,15.917135,4.92718,9.843137,0,1,-99,-99,-99,-99,-99,-99,-99,2.09,4.55,4.33,3.37,6.88,4.72,2.87,1.93,1.24,2.61,-99,-99,-99
youngest,8,2,13,12.017982,3.696883,12.3954,5,0,1,-99,-99,-99,-99,-99,-99,-99,4.19,2.88,6.8,6.77,6.89,4.38,1.1,4.29,3.45,1.58,-99,-99,-99
adventure,9,3,14,15.164835,13.247164,26.7672,13.431373,1,0,6,3.1,5.13,3.17,6.41,4.82,4.03,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.633333,0,2.667043
amusing,7,3,14,8.061938,8.181065,-99,9.196078,0,1,-99,-99,-99,-99,-99,-99,-99,6.05,1.57,5.14,3.4,6.83,5,4.77,6.57,6.77,4.57,-99,-99,-99
bored,5,1,14,15.604396,19.579788,8.72384,20.176471,0,1,-99,-99,-99,-99,-99,-99,-99,2.35,2.9,4.35,4.08,6.17,3.56,2.66,1.41,1.08,2.31,-99,-99,-99
brooding,8,2,14,3.136863,1.369216,7.03872,0.960784,0,1,-99,-99,-99,-99,-99,-99,-99,2.46,5.06,3.8,3.75,5.34,2.49,4.63,2.08,1.73,3.56,-99,-99,-99
debt,4,1,14,54.095904,13.178703,29.3463,14.215686,1,0,1.55,5.96,4,5.11,6.33,4.92,4.29,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.666667,0,2.757075
decay,5,2,14,10.3996,-99,-99,2.058824,1,0,2.09,4.54,5.61,4.9,6.58,3.35,3.51,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.708333,0.090909,1.8837
egg,3,1,14,25.114885,17.765577,17.0964,26.039216,1,0,4.56,2.63,6.6,5.9,6.66,3.56,1.86,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.72,0,2.909189
elegant,7,3,14,18.071928,3.731113,17.4603,6.27451,0,1,-99,-99,-99,-99,-99,-99,-99,5.95,2.48,6.4,4.82,6.53,3.62,3.41,5.66,5.33,4.59,-99,-99,-99
fur,3,1,14,11.078921,5.887628,15.9785,8.27451,1,0,4.57,2.45,6.34,5.45,6.8,3.57,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.826087,0.173913,1.877629
gloom,5,1,14,9.67033,1.574598,23.9808,1.156863,1,0,1.81,4.72,4.78,3.37,6.33,3.15,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.606061,0,2.595414
grin,4,1,14,12.067932,2.293437,9.30136,2.705882,1,0,5.69,1.93,6.2,5.55,6.06,3.76,4.18,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.69697,0.0625,2.049825
hopeless,8,2,14,7.552448,9.276438,19.09,8.941176,0,1,-99,-99,-99,-99,-99,-99,-99,1.41,3.6,6.29,4.69,6.71,4.65,5.22,1.51,1.08,2.81,-99,-99,-99
impersonal,10,4,14,4.635365,-99,3.21754,0.862745,0,1,-99,-99,-99,-99,-99,-99,-99,2.18,3.87,4.75,4.4,6.83,3.57,3.15,2,2.01,3.83,-99,-99,-99
insect,6,2,14,7.522478,3.388809,7.04188,3.156863,1,0,3,3.33,6.25,6.1,6.28,4.21,2.71,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.681818,0.03125,2.335521
penalty,7,3,14,26.673327,5.613785,11.2926,9.098039,1,0,1.92,5.28,4.32,4.82,5.85,5.03,3.89,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.615385,0.193548,1.158276
pie,3,1,14,11.528472,28.821995,8.06087,28.745098,1,0,5.38,1.94,6.44,5.79,6.55,3.61,2.64,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.666667,0.047619,2.099118
python,6,2,14,1.378621,-99,-99,1.54902,1,0,2.76,4.28,6.4,6.36,6.56,2.32,2.56,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.815789,0,3.225783
relaxed,7,2,14,25.374625,7.119923,7.81245,6.980392,0,1,-99,-99,-99,-99,-99,-99,-99,6.03,1.31,5.6,4.74,6.67,4.91,3.48,6.14,6.35,4.44,-99,-99,-99
revolver,8,3,14,2.207792,1.300755,11.5996,2.764706,1,0,2.28,5.18,6.31,5.44,6.1,3.31,3.39,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.916667,0.064516,2.900923
rug,3,1,14,7.192807,9.48182,5.06879,10.411765,1,0,4.16,2.72,6.57,6.04,6.44,3.8,1.76,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.636364,0.095238,1.657927
sensible,8,3,14,27.482517,4.039187,28.9745,6.803922,0,1,-99,-99,-99,-99,-99,-99,-99,5.23,2.12,4.66,4.56,6.84,2.95,2.84,5.61,5.1,5.3,-99,-99,-99
shallow,7,2,14,14.045954,7.530688,13.6027,5.901961,0,1,-99,-99,-99,-99,-99,-99,-99,2.23,4.37,3.79,2.74,6.55,3.72,3.47,2.05,1.71,2.88,-99,-99,-99
shy,3,1,14,11.888112,14.000233,13.67,18.372549,0,1,-99,-99,-99,-99,-99,-99,-99,3.17,3.94,6.05,4.51,6.68,4.69,4.43,3.3,2.44,2.44,-99,-99,-99
spirited,8,3,14,2.787213,2.533049,6.61546,1.215686,0,1,-99,-99,-99,-99,-99,-99,-99,5.94,2.6,4.64,2.99,5.87,4,2.81,5.48,6,5.09,-99,-99,-99
sunset,6,2,14,5.654346,8.899903,20.435,10.313725,1,0,5.72,1.78,6.59,5.27,6.27,4.56,4.4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.625,0.076923,1.744716
sweater,7,2,14,6.053946,18.484415,-99,13.803922,1,0,4.41,2.52,5.94,5.77,6.13,4.61,2.22,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.583333,0.037037,1.996584
upright,7,2,14,12.637363,1.74575,19.2285,3.019608,0,1,-99,-99,-99,-99,-99,-99,-99,4.21,3.1,4.7,4.91,5.71,3.44,1.75,3.78,3.81,4.76,-99,-99,-99
upset,5,2,14,32.207792,173.342735,12.2515,74.509804,0,1,-99,-99,-99,-99,-99,-99,-99,2.12,4.9,6.61,5.7,6.65,5.27,6.09,1.77,1.54,1.95,-99,-99,-99
wax,3,1,14,7.202797,6.05878,11.6122,9.039216,1,0,3.5,3.15,5.88,5.26,6.42,2.53,1.73,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.6,0.045455,1.943969
applause,8,2,15,5.714286,3.286118,14.1739,11.294118,1,0,5.92,2.85,5.69,5.3,6.54,4.09,4.02,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.689655,0.037037,2.281029
bees,4,1,15,7.602398,3.594192,9.75152,5.333333,1,0,2.82,4.44,6.55,5.82,6.55,4.24,2.89,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.702703,0.058824,2.096916
breeze,6,1,15,13.786214,5.237251,24.552,8.039216,1,0,5.81,1.32,5.22,4.66,6.69,3.86,2.75,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.52381,0.041667,1.791381
burn,4,1,15,17.262737,40.152257,26.6272,55.215686,1,0,2.17,4.82,5.96,5.71,6.75,4.42,3.82,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.742857,0,2.978527
cemetery,8,4,15,7.642358,6.743388,5.86863,8.686275,1,0,1.8,5,6.11,6.07,6.34,3,4.69,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.806452,0,3.191242
constructive,12,3,15,9.89011,1.882672,-99,2.176471,0,1,-99,-99,-99,-99,-99,-99,-99,5.5,3.14,4.22,4.34,6.18,4.82,3.21,5.67,5.74,4.98,-99,-99,-99
contempt,8,2,15,12.587413,5.511094,31.802,5.019608,1,0,3.6,3.83,3.6,3.1,5.6,3.66,4.7,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.642857,0.0625,1.900227
crude,5,1,15,13.686314,2.533049,8.70564,3.039216,0,1,-99,-99,-99,-99,-99,-99,-99,2.04,4.36,4.4,3.86,5.9,4.14,4.25,2.35,1.96,4.3,-99,-99,-99
cruel,5,2,15,13.866134,20.504008,48.8391,18.352941,0,1,-99,-99,-99,-99,-99,-99,-99,1.46,6.22,5.29,3.88,6.54,4.82,5.36,1.37,1.09,4.7,-99,-99,-99
daylight,8,2,15,10.16983,6.572236,21.2641,9.568627,1,0,5.75,2.38,6.05,5.58,6.47,4.88,3.19,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.678571,0.21875,1.24013
defeated,8,3,15,17.762238,2.533049,18.0734,5.568627,0,1,-99,-99,-99,-99,-99,-99,-99,2.36,5.28,5.01,4.47,5.79,4.28,4.39,1.95,1.24,1.82,-99,-99,-99
deliberate,10,4,15,14.275724,2.053824,11.8559,2.843137,0,1,-99,-99,-99,-99,-99,-99,-99,4.48,4.36,4.82,5.61,6.16,5.2,2.58,4.6,4.44,5.6,-99,-99,-99
dimension,9,3,15,16.143856,6.02455,-99,4.627451,1,0,3.55,2.77,3.7,3.29,5,3.11,1.81,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.615385,0.08,1.698453
disappointment,14,4,15,15.324675,6.743388,23.2158,5.431373,1,0,1.65,5.12,4.46,3.06,6.4,4.93,5.21,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.75,0.086957,2.034227
disapproval,11,4,15,5.204795,-99,3.70092,0.607843,1,0,1.93,5.84,4.6,3.06,6.63,4.69,5.87,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.657895,0,2.733072
discouraged,11,3,15,4.925075,1.608829,7.67796,1.588235,0,1,-99,-99,-99,-99,-99,-99,-99,2.03,4.65,4.59,4.21,6.18,4.22,4.95,2.44,1.58,3.77,-99,-99,-99
drag,4,1,15,12.177822,30.807358,13.041,26.45098,1,0,2.76,4.09,4.77,3.63,5.83,3.3,3.03,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.8,0.066667,2.342707
drums,5,1,15,6.613387,2.738432,6.57353,7.196078,1,0,4.33,2.83,6.58,6.2,6.66,4.04,2.45,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.772727,0.083333,2.130853
excellence,10,3,15,7.322677,1.437677,13.5157,2.627451,1,0,6.13,3.04,5,3.86,6.34,5.13,5.6,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.791667,0.064516,2.330147
execution,9,4,15,14.425574,6.229932,29.3313,9.745098,1,0,1.81,5,4.39,4.65,6.12,3.87,4.3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.59375,0.05,1.882056
fabric,6,2,15,21.248751,6.093011,6.56325,4.803922,1,0,4.52,2.3,6.35,5.94,6.85,3.93,1.82,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.7,0.083333,1.907395
fantasy,7,3,15,13.306693,21.804764,1.6329,16.235294,1,0,5.19,2.8,4.47,2,5.75,4.57,4.23,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.809524,0.117647,2.062974
fork,4,1,15,8.641359,7.599148,8.21988,8.823529,1,0,4.33,3.23,5.61,5.57,6.61,3.76,1.57,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.708333,0.066667,2.049608
hawk,4,1,15,3.866134,7.154153,5.57433,12.745098,1,0,3.77,3.64,5.92,6.07,6.22,2.6,2.25,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.714286,0.04,2.316635
lawn,4,1,15,10.809191,8.899903,12.8179,12.352941,1,0,4.17,2.08,6.64,5.88,6.58,3.47,1.47,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.633333,0.060606,1.890401
lightning,9,2,15,8.331668,10.029507,20.6225,14.137255,1,0,3.77,4.16,6.38,6.08,6.51,4.41,3.19,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.78125,0.08,2.181493
memories,8,3,15,26.303696,39.262266,17.3582,22.196078,1,0,5.54,2.58,4.82,3.7,6.13,4.7,6.04,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.6,0.176471,1.182247
misery,6,3,15,12.717283,13.657929,36.5638,10.313725,1,0,2.04,5.38,4.19,2.71,5.57,3.95,5.61,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.545455,0.090909,1.449363
onion,5,2,15,6.773227,3.662653,4.01579,4.235294,1,0,3.67,3.14,6.58,5.93,6.51,3.42,1.88,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.846154,0.083333,2.40307
optimism,8,3,15,8.411588,1.779981,2.23495,1.54902,1,0,5.9,2.25,4.45,3.61,6.41,4.03,4.41,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.777778,0.066667,2.265796
optimistic,10,4,15,12.337662,4.039187,-99,3.392157,0,1,-99,-99,-99,-99,-99,-99,-99,5.48,1.96,5.59,4.63,6.05,5.48,5.08,6.03,6.06,5.3,-99,-99,-99
pianist,7,3,15,3.246753,-99,-99,1.686275,1,0,4.86,2.03,5.67,5.63,6.43,2.4,2.74,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.727273,0.060606,2.154291
rescue,6,2,15,23.166833,21.907455,18.1771,25.411765,1,0,5.77,4.06,5.06,4.48,6.64,4.9,4.54,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.580645,0.047619,1.871935
silly,5,2,15,28.251748,49.257543,23.5536,57.098039,0,1,-99,-99,-99,-99,-99,-99,-99,5.03,2.42,6.36,4.91,6.78,3.75,3.57,5.69,5.08,3.61,-99,-99,-99
sincere,7,2,15,4.805195,7.017232,22.162,5.980392,0,1,-99,-99,-99,-99,-99,-99,-99,6.13,2.52,4.91,3.86,6.41,5.79,3.93,6.13,6.42,4.13,-99,-99,-99
stimulus,8,3,15,14.525475,-99,5.79031,0.509804,1,0,4.08,3.47,3.17,3.08,5.78,4,2.43,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.8125,0.090909,2.222324
stove,5,1,15,6.123876,4.2788,13.5196,7.588235,1,0,4.34,2.88,6.4,6.25,6.7,4.11,1.85,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.592593,0.157895,1.237367
sweep,5,1,15,10.519481,9.687203,16.2222,9.509804,1,0,3.85,3.04,5.95,5.23,6.71,3.9,2.09,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.59375,0.035714,2.039945
tense,5,1,15,13.026973,15.129836,6.57591,10.235294,1,1,2.14,5.8,4,3.28,5.28,3.71,4.33,2.41,6.16,5.52,5.2,6.01,4.93,3.92,2.38,1.39,3.76,0.75,0.074074,2.120593
unpleasant,10,3,15,13.046953,6.435315,18.1636,6.098039,0,1,-99,-99,-99,-99,-99,-99,-99,1.84,5.12,5.36,3.1,6.4,3.93,4.25,1.6,1.43,3.49,-99,-99,-99
validity,8,4,15,13.636364,-99,3.00947,0.588235,0,1,-99,-99,-99,-99,-99,-99,-99,4.49,3.53,3.06,3.39,5.41,4.05,3.03,4.3,4.7,5.64,-99,-99,-99
alien,5,2,16,12.537463,17.594425,8.00232,17.431373,1,1,3.33,4,6.03,3.7,5.88,3,1.92,3.05,3.74,5,2.72,6.71,3.33,1.53,3.14,1.56,1.76,0.75,0.111111,1.89513
ambitious,9,3,16,15.394605,3.970726,14.3559,4.764706,0,1,-99,-99,-99,-99,-99,-99,-99,6.09,3.7,5.91,4.54,6.21,4.72,3.94,5.77,6.22,5.05,-99,-99,-99
ashamed,7,2,16,10.989011,23.755896,36.8803,27.372549,0,1,-99,-99,-99,-99,-99,-99,-99,1.74,4.91,5.1,4.04,6.36,3.95,4.65,1.99,1.21,2.13,-99,-99,-99
assault,7,2,16,22.657343,13.931772,14.5687,17.568627,1,0,1.84,6.03,5.5,5.12,6.4,5.21,5.34,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.875,0.096774,2.450503
bake,4,1,16,4.985015,6.264163,5.57275,6.333333,1,0,5.12,2.09,5.64,5.16,6.22,4.77,2.19,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.628571,0.15625,1.338062
candy,5,2,16,3.646354,30.636206,5.53161,35.784314,1,0,5.62,1.68,6.45,5.89,6.45,4.55,2.56,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.73913,0.030303,2.517025
client,6,2,16,60.929071,44.157213,5.60123,53.235294,1,0,4.63,3.31,5.63,5.27,6.5,4.72,2.22,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.5,0.04,1.750686
closet,6,2,16,2.177822,30.636206,9.42953,27.078431,1,1,4.17,3.2,6.58,6.31,6.68,3.75,2.37,3.02,3.38,4.65,4.22,4.87,3.21,2.54,2.09,1.92,6.55,0.645161,0.034483,2.190935
contents,8,2,16,30.25974,2.909584,30.4816,4.294118,1,0,4.23,3.13,4.6,3.73,5.83,4.36,2.7,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.666667,0.041667,2.162392
custom,6,2,16,14.685315,3.628422,44.2536,6.196078,1,1,4.75,2.76,3.44,2.62,5.83,4.12,2.76,4.24,3.56,4.67,3.62,6.57,4.09,2.3,3.52,3.67,5.48,0.555556,0.058824,1.704437
dutch,5,1,16,23.796204,4.244569,28.7901,14.921569,1,1,3.5,2.82,3.46,4.28,4.71,1.6,1.96,3.76,2.05,3.02,5.75,3.63,1.9,2.13,3.91,3.14,2.99,0.6,0.076923,1.679424
foster,6,2,16,18.531469,7.427996,9.64867,12.019608,0,1,-99,-99,-99,-99,-99,-99,-99,4.28,2.48,2.85,3.77,5.75,2.64,4.66,4.17,3.26,3.07,-99,-99,-99
glorious,8,3,16,10.939061,6.811849,39.7742,9.294118,0,1,-99,-99,-99,-99,-99,-99,-99,5.47,2.09,6.51,4.63,6.73,5.23,5.19,5.06,5.01,4.44,-99,-99,-99
humorous,8,3,16,4.425574,-99,8.41055,1.470588,0,1,-99,-99,-99,-99,-99,-99,-99,6.33,2.08,4.47,3.86,6.17,5.22,2.91,6.38,6.52,4.29,-99,-99,-99
ignorance,9,3,16,11.408591,2.156515,35.1524,3.607843,1,0,2.17,3.68,3.67,3.32,5.79,4.37,3.32,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.571429,0.033333,2.013927
muscular,8,3,16,6.273726,1.300755,7.04505,1.54902,0,1,-99,-99,-99,-99,-99,-99,-99,5.01,4.61,6.8,6.01,6.23,4.95,3.43,4.41,3.95,6.73,-99,-99,-99
nazi,4,2,16,8.011988,5.271481,-99,6.862745,1,1,1.8,5.88,5.75,4.97,6.17,3.23,5.12,1.14,5.81,6.52,5.34,5.61,3.07,4.92,1.16,1.11,5.81,0.806452,0,3.191242
needle,6,2,16,12.477522,10.577193,9.94139,11.921569,1,0,2.61,4.5,6.47,6.32,6.85,3.12,2.73,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.655172,0,2.725671
nonsense,8,2,16,16.273726,16.738665,19.3756,28.470588,1,0,3.42,3.42,3.28,2.85,6.71,4.28,2.95,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.735294,0.038462,2.397729
persistent,10,3,16,12.567433,2.772662,7.43508,2.588235,0,1,-99,-99,-99,-99,-99,-99,-99,4.07,5.01,4.89,5.44,6.77,4.6,4.14,3.66,4.4,5.8,-99,-99,-99
pottery,7,3,16,8.991009,2.088054,2.75393,1.843137,1,0,4.14,2.23,5.8,5.38,6.14,3.33,1.95,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.642857,0.0625,1.900227
